batch_size,mean_step_time,pressure_variance,speedup_vs_pppm,variance_ratio_vs_pppm,is_pareto,utopia_score,recommended
50.0,0.014056813634085175,0.0008126344515443702,0.2734996731654505,2.169400686078073,1.0,0.5773502679266017,0.0
100.0,0.023437203111040847,0.0004898107180319602,0.16403552576027522,1.3075937227710681,1.0,0.19967971921526564,1.0
200.0,0.04171893737911649,0.00038597420586103116,0.09215320849937145,1.0303928235039168,1.0,0.31309427676469115,0.0
400.0,0.08674565330045499,0.0003555170308093514,0.044319614740278616,0.9490846580335209,1.0,0.8164965809164932,0.0
