metric,pppm_mean,rbsog_mean,ratio_point,ratio_ci_lower,ratio_ci_upper,perm_p_value,dispersion_p_value
step_time,0.0006989344352512168,0.02506971583338871,35.86848003043082,33.913966110592746,38.061547941375196,4.999750012499375e-05,4.999750012499375e-05
pressure_variance,0.0008412435579146062,0.0018550055130120194,2.205075445225958,0.45102888557731796,5.1193940186938445,0.48062596870156493,0.08934553272336383
