batch_size,mean_step_time,pressure_variance,speedup_vs_pppm,variance_ratio_vs_pppm
50.0,0.009743548074486451,2.1078479408547615e-06,0.19613965437553296,0.006621437627050722
100.0,0.01921475000339202,1.217910640714005e-06,0.09945984992694636,0.0038258544112717034
