step,time,step_time,temperature,pressure,kinetic,potential,total_energy,box_x,box_y,box_z,area_per_lipid,thickness_proxy,barostat_scale
1.0,0.002,0.17451571300080104,1.041299249487464,0.1442919527346008,998.0819143580602,351.9933236674264,1350.0752380254867,15.999972617342488,15.999972617342488,19.99996577167811,3.99998630868296,6.417805098203473,0.9999982885839055
20.0,0.04,0.16420225100046082,1.034398156141072,0.14581866001789995,991.4672450812568,380.4699436732066,1371.9371887544635,15.99945218270134,15.99945218270134,19.99931522837667,3.999726096039792,6.418769722290004,0.99999829163732
40.0,0.08,0.22817767199921946,1.0296273964991949,0.14604201328842104,986.8944884701201,394.67698422297417,1381.5714726930942,15.998904324375903,15.998904324375903,19.998630405469868,3.9994521809458434,6.425656908850563,0.9999982920840266
60.0,0.12,0.11562307200074429,1.0272271025249695,0.14380225297167104,984.5938057335289,373.2338182759537,1357.8276240094826,15.998356184379546,15.998356184379546,19.99794523047442,3.999178134410551,6.43853402343244,0.9999982876045059
80.0,0.16,0.0971541070011881,1.0268761936743225,0.14423147292392902,984.2574624419526,372.9853026890915,1357.242765131044,15.997808080839635,15.997808080839635,19.997260101049537,3.99890411549028,6.457329361391395,0.9999982884629458
100.0,0.2,0.09526125699994736,1.0293809083825172,0.1437059288444523,986.6582211976208,371.6870966381469,1358.3453178357677,15.997259931108793,15.997259931108793,19.996574913885997,3.9986300828665455,6.481995625470628,0.9999982874118577
120.0,0.24,0.09869986100056849,1.040503497389174,0.1472283754477096,997.3192002967614,391.6620001094256,1388.981200406187,15.996712757588169,15.996712757588169,19.995890946985213,3.9983565476372513,6.5124890142479455,0.9999982944567509
140.0,0.28,0.1195828910003911,1.0401117429926456,0.14621106979688514,996.9437009317464,390.56586154267086,1387.5095624744172,15.996167329350781,15.996167329350781,19.995209161688482,3.9980838941967076,6.548754149763284,0.9999982924221396
160.0,0.32,0.119332296999346,1.0346139980021092,0.14521520164846366,991.6741264044541,384.6772159992655,1376.3513424037196,15.99562065977959,15.99562065977959,19.994525824724494,3.9978106295557443,6.590751073826061,0.9999982904304033
180.0,0.36,0.10134120400107349,1.0413878278611248,0.14811533586288558,998.166831704131,419.31785240193045,1417.4846841060614,15.995074155294056,15.995074155294056,19.993842694117582,3.997537456771185,6.638493603677105,0.9999982962306717
200.0,0.4,0.10792674100048316,1.05836067065441,0.14828252947271037,1014.4352467645314,400.6189740684264,1415.0542208329578,15.994529092372622,15.994529092372622,19.993161365465795,3.9972650138555337,6.6919272409607515,0.9999982965650589
220.0,0.44,0.1045592040009069,1.058677515651528,0.14815653575942417,1014.7389411482137,392.2200948979389,1406.9590360461525,15.993985671599162,15.993985671599162,19.992482089498964,3.996993400989364,6.750924162931998,0.9999982963130715
240.0,0.48,0.09818769200137467,1.0579268774332973,0.15021171569278652,1014.019465203582,425.95089271472665,1439.9703579183085,15.993441084960551,15.993441084960551,19.991801356200696,3.996721214657877,6.815453062292821,0.9999983004234314
260.0,0.52,0.06836864400065679,1.0608210929963722,0.14952450146797747,1016.7935585961627,413.4042508196426,1430.1978094158053,15.992896882613705,15.992896882613705,19.991121103267137,3.996449229654924,6.8854143770556835,0.999998299049003
280.0,0.56,0.04785437499958789,1.0639052738024266,0.14851113740963182,1019.749731708597,400.34315191673795,1420.092883625335,15.992353168948453,15.992353168948453,19.99044146118558,3.9961774981308693,6.9604179302112055,0.9999982970222748
300.0,0.6,0.04168808299982629,1.0694194608834107,0.1520638187689637,1025.0350765905914,440.4465039193471,1465.4815805099386,15.991810216787805,15.991810216787805,19.98976277098477,3.9959061564024814,7.040362028258155,0.9999983041276376
320.0,0.64,0.04293854400020791,1.0807070096407367,0.15129372886501177,1035.854152188033,419.9734885650156,1455.8276407530484,15.991268413131845,15.991268413131845,19.989085516414814,3.995635397825442,7.125369613943176,0.9999983025874577
340.0,0.68,0.0459569829999964,1.0784527945002615,0.15381863201654528,1033.6935047508832,465.6758067477998,1499.3693114986831,15.99072661533772,15.99072661533772,19.988408269172155,3.995364651351096,7.215400054462364,0.999998307637264
360.0,0.72,0.0615733230006299,1.0889885958229482,0.1556754669714351,1043.7920438904466,478.75475486791663,1522.5467987583634,15.990185996164334,15.990185996164334,19.987732495205424,3.9950945029989056,7.310373291724284,0.999998311350934
380.0,0.76,0.05205961899991962,1.08597232123514,0.15323525936771573,1040.9009443020527,457.0322211418986,1497.9331654439513,15.989645409063892,15.989645409063892,19.987056761329868,3.9948243798062184,7.409864220325983,0.9999983064705187
400.0,0.8,0.05746452899984433,1.0934091253768425,0.15725802688662655,1048.0291137922786,502.5639687194014,1550.59308251168,15.989105268574205,15.989105268574205,19.98638158571777,3.994554488899178,7.513885694418527,0.9999983145160538
420.0,0.84,0.0548859819991776,1.0998055782787206,0.15671640468816925,1054.1600909475121,488.89835591069897,1543.058446858211,15.988566909602504,15.988566909602504,19.98570863700314,3.994285497231815,7.622385673706042,0.9999983134328094
440.0,0.88,0.06283299500137218,1.0996928343950685,0.15632672692765337,1054.0520246565834,493.0108193248541,1547.0628439814375,15.988027926116837,15.988027926116837,19.985034907646057,3.9940162025983104,7.735225440906063,0.9999983126534538
460.0,0.92,0.06776204499874439,1.107375721926342,0.15879444036339907,1061.4160579810296,524.0980914104995,1585.514149391529,15.987489594499928,15.987489594499928,19.984361993124914,3.9937472427225544,7.8524052962150295,0.9999983175888807
480.0,0.96,0.06070930500027316,1.1170361307021526,0.16261336860760844,1070.6755449914526,560.3218024062915,1630.997347397744,15.986952693307831,15.986952693307831,19.983690866634795,3.993479006532227,7.973793499384502,0.9999983252267373
500.0,1.0,0.048571340999842505,1.1284239225307195,0.16433416367841913,1081.5907143429956,577.0458473676806,1658.6365617106762,15.986417143075823,15.986417143075823,19.983021428844772,3.993211454256696,8.099075798350178,0.9999983286683274
520.0,1.04,0.049338826998791774,1.1422853023081478,0.16744984536434507,1094.8768160938027,599.8121226488807,1694.6889387426836,15.985883805298393,15.985883805298393,19.982354756622982,3.9929450161953346,8.227918400151625,0.9999983348996907
540.0,1.08,0.04733457499969518,1.1339289011142404,0.16504322639353308,1086.8672217603114,597.9548327500562,1684.8220545103677,15.985350221936308,15.985350221936308,19.981687777420376,3.992678464343112,8.3596480734126,0.9999983300864528
