step,time,step_time,temperature,pressure,kinetic,potential,total_energy,box_x,box_y,box_z,area_per_lipid,thickness_proxy,barostat_scale,diag_rbsog_total_time,diag_rbsog_short_range_time,diag_rbsog_proposal_time,diag_rbsog_sampling_time,diag_rbsog_filter_time,diag_rbsog_long_range_time,diag_rbsog_requested_samples,diag_rbsog_accepted_samples,diag_rbsog_acceptance_ratio,diag_rbsog_short_range_jit_enabled,diag_rbsog_long_range_jit_enabled,diag_neighbor_total_time,diag_neighbor_pair_build_time,diag_neighbor_short_range_time,diag_neighbor_pair_count,diag_neighbor_jit_enabled
110.0,0.22,0.021709140000893967,1.012359815218113,0.14709727934855274,970.3435724433991,456.1299643777489,1426.473536821148,15.996979246873355,15.996979246873355,19.996224058591693,3.998489766014013,6.401047817497098,0.9999982941945587,0.02145027000005939,0.0001278039999306202,1.0550997103564441e-05,0.010068649997265311,0.003117922999081202,0.0067981110005348455,64000.0,63701.0,0.995328125,1.0,1.0,0.0001213610012200661,9.153400242212228e-05,2.8024001949233934e-05,606.0,1.0
120.0,0.24,0.02148663099796977,1.0145643898641206,0.14373685962574775,972.4566369611081,416.0859112153372,1388.5425481764453,15.996704974106436,15.996704974106436,19.99588121763305,3.9983526566968997,6.410881397018889,0.9999982874737192,0.02121636700030649,0.00011309100227663293,9.507999493507668e-06,0.008917571998608764,0.003140528002404608,0.007759845997497905,64000.0,63725.0,0.995703125,1.0,1.0,0.00010722799925133586,7.996800195542164e-05,2.544800008763559e-05,604.0,1.0
130.0,0.26,0.020158363000518875,1.0170892263523676,0.14321953272423413,974.8766824289586,402.5128204727923,1377.3895029017508,15.996431042522639,15.996431042522639,19.995538803153302,3.9982157202840924,6.422209601462104,0.9999982864390654,0.01991784299752908,0.00011597699995036237,9.486997441854328e-06,0.008320095999806654,0.003085806998569751,0.006907869003043743,64000.0,63713.0,0.995515625,1.0,1.0,0.00010991100134560838,8.272199920611456e-05,2.5659999664640054e-05,601.0,1.0
140.0,0.28,0.019851029002893483,1.01970858638653,0.14513562362232854,977.3873379084496,425.7214852038236,1403.108823112273,15.996157502863564,15.996157502863564,19.995196878579456,3.998078982131536,6.435057381195388,0.9999982902712472,0.019573888999730116,0.00011370900028850883,9.401999705005437e-06,0.007912297998700524,0.00316099300107453,0.007026347997452831,64000.0,63719.0,0.995609375,1.0,1.0,0.00010825299978023395,8.198299838113599e-05,2.4254000891232863e-05,601.0,1.0
150.0,0.3,0.021117501997650834,1.0228274966005797,0.14651915759749878,980.3768085517881,430.9997506369247,1411.376559188713,15.995883772862223,15.995883772862223,19.994854716077782,3.997942151170578,6.449481566586782,0.9999982930383152,0.020763534997968236,0.00013705400124308653,1.0651001502992585e-05,0.008418588997301413,0.00371814700338291,0.007146968000597553,64000.0,63667.0,0.994796875,1.0,1.0,0.0001305310033785645,0.00010263500007567927,2.5740002456586808e-05,604.0,1.0
160.0,0.32,0.019989473999885377,1.025427294256911,0.1463419817168971,982.8687054016491,426.91556994462314,1409.7842753462724,15.99561059804696,15.99561059804696,19.994513247558707,3.997805600068004,6.46556276331288,0.9999982926839635,0.019733757002541097,0.00012209000124130398,9.846000466495752e-06,0.008333270001458004,0.0031012409999675583,0.006809907001297688,64000.0,63666.0,0.99478125,1.0,1.0,0.0001160020001407247,8.735200026421808e-05,2.7004000003216788e-05,603.0,1.0
170.0,0.34,0.020294877998821903,1.0267280552971165,0.1460432583681848,984.1154794254813,418.80405244118765,1402.9195318666689,15.995337146209758,15.995337146209758,19.994171432762204,3.9976689128268394,6.4832804287017325,0.9999982920865167,0.02006337800048641,0.00011861100210808218,9.922998287947848e-06,0.008102768999378895,0.0031573220003338065,0.007292066999070812,64000.0,63705.0,0.995390625,1.0,1.0,0.00011286500011919998,8.566400356357917e-05,2.528900222387165e-05,609.0,1.0
180.0,0.36,0.041058545000851154,1.0323527545658577,0.14633751778227702,989.5067364236144,428.65088547471726,1418.1576218983316,15.995063870528886,15.995063870528886,19.993829838161112,3.997532315973414,6.502557571097489,0.9999982926750356,0.04072289300165721,0.00012272299863980152,9.958002920029685e-06,0.009948038998118136,0.004104898998775752,0.02477125800214708,64000.0,63682.0,0.99503125,1.0,1.0,0.00011712199921021238,8.693999916431494e-05,2.854599733836949e-05,613.0,1.0
190.0,0.38,0.030122817999654217,1.0311289390989036,0.14812775752018983,988.3337203814419,447.2832444749972,1435.6169648564392,15.994791211733727,15.994791211733727,19.993489014667162,3.9973960297961635,6.522597129913933,0.9999982962555151,0.029669753999769455,0.00024060600117081776,2.477000089129433e-05,0.011620257999311434,0.004977774999133544,0.010776618000818416,64000.0,63695.0,0.995234375,1.0,1.0,0.0002290739976160694,0.0001760240011208225,4.9302001571049914e-05,621.0,1.0
200.0,0.4,0.03784754799926304,1.0329478631634714,0.14946668267633909,990.0771584591523,450.99792820049436,1441.0750866596468,15.99451827501415,15.99451827501415,19.99314784376769,3.9972596070275253,6.543815575417167,0.9999982989333653,0.037464100001670886,0.0004612400007317774,1.5190998965408653e-05,0.01412683200032916,0.008163667996996082,0.011715914999513188,64000.0,63676.0,0.9949375,1.0,1.0,0.0004483939992496744,0.00039688099786872044,4.7615998482797295e-05,619.0,1.0
210.0,0.42,0.03203653699893039,1.0368167330309197,0.14805927263568505,993.7854520162776,437.39977697647265,1431.1852289927504,15.994245466624204,15.994245466624204,19.992806833280262,3.9971232507285763,6.566493525530336,0.9999982961185453,0.031719564998638816,0.00014349100092658773,1.1707001249305904e-05,0.01122026899975026,0.005616261998511618,0.012033165003231261,64000.0,63671.0,0.994859375,1.0,1.0,0.00013657000090461224,0.00010073600060422905,3.3521999284857884e-05,623.0,1.0
220.0,0.44,0.025324221001937985,1.042677577054268,0.14625779064794356,999.403044667521,408.1745595764082,1407.5776042439293,15.993972945919406,15.993972945919406,19.992466182399273,3.9969870405437797,6.590596805209659,0.9999982925155813,0.02496266799789737,0.0001405969996994827,1.152400000137277e-05,0.010513732002436882,0.0037992640027368907,0.008860901001753518,64000.0,63655.0,0.994609375,1.0,1.0,0.00013357400166569278,0.00010044800001196563,3.10989998979494e-05,630.0,1.0
230.0,0.46,0.03077783199842088,1.0487518484987555,0.15058792210691221,1005.2252313755437,453.35925467055154,1458.5844860460952,15.993700929752666,15.993700929752666,19.992126162190846,3.9968510848495518,6.6160991560188425,0.9999983011758442,0.030351490997418296,0.0002947169996332377,0.00012168699686299078,0.012522851000539958,0.005328080998879159,0.010020506000728346,64000.0,63651.0,0.994546875,1.0,1.0,0.0002812750026350841,0.00021704199753003195,6.0146998293930665e-05,636.0,1.0
240.0,0.48,0.024591534998762654,1.0502138076837149,0.15083921956073204,1006.6265155051004,461.84527371678683,1468.4717892218873,15.993429097700282,15.993429097700282,19.991786372125368,3.99671522348697,6.642993855215462,0.9999983016784392,0.024272365000797436,0.00016328200217685662,1.0964999091811478e-05,0.008841632999974536,0.004245867999998154,0.009181344001262914,64000.0,63651.0,0.994546875,1.0,1.0,0.0001548550026200246,0.00011987000107183121,3.0538998544216156e-05,643.0,1.0
250.0,0.5,0.02169417299955967,1.055088746262308,0.1515318694674413,1011.2991310633531,455.93313397786096,1467.232265041214,15.993157391445417,15.993157391445417,19.991446739306788,3.996579427305393,6.671275015911461,0.9999983030637389,0.02141910399950575,0.000124684000184061,9.987998055294156e-06,0.008827820998703828,0.0032864980021258816,0.007679079000808997,64000.0,63689.0,0.995140625,1.0,1.0,0.00011842899766634218,8.889099990483373e-05,2.7707999834092334e-05,641.0,1.0
260.0,0.52,0.022923738997633336,1.0584878895845704,0.15332298590323976,1014.5572061490194,487.5134869454048,1502.0706930944243,15.99288627452483,15.99288627452483,19.99110784315606,3.9964439279669484,6.700927961112032,0.9999983066459718,0.02264595700034988,0.0001558030016894918,1.3623000995721668e-05,0.009264276002795668,0.003635003999079345,0.00801789899924188,64000.0,63650.0,0.99453125,1.0,1.0,0.00014881600145599805,9.370599946123548e-05,5.271500049275346e-05,636.0,1.0
270.0,0.54,0.02406836500085774,1.0586722281737475,0.1500920569323915,1014.7338809741991,437.8862500625258,1452.6201310367248,15.992614970443006,15.992614970443006,19.990768713053786,3.9963083373880894,6.731935345294005,0.9999983001841138,0.023802248000720283,0.00014714099961565807,1.1434000043664128e-05,0.010586536998744123,0.0038815490006527398,0.007357915997999953,64000.0,63652.0,0.9945625,1.0,1.0,0.00014087800082052127,0.00010684200242394581,3.175699748680927e-05,639.0,1.0
280.0,0.56,0.021713122998335166,1.0640555418279876,0.15429424830013905,1019.8937867132065,497.00044243563343,1516.89422914884,15.992343920551845,15.992343920551845,19.99042990068983,3.9961728761439304,6.764291894151473,0.9999983085884966,0.021431303001008928,0.0001384009992762003,1.1068001185776666e-05,0.008474623999063624,0.0032591220005997457,0.007609241001773626,64000.0,63639.0,0.994359375,1.0,1.0,0.0001321420022577513,9.881599908112548e-05,3.1195999326882884e-05,636.0,1.0
290.0,0.58,0.021489340000698576,1.122298004681641,0.16633178466351795,1075.719050307258,561.0232988999785,1636.7423492072364,15.992073689204757,15.992073689204757,19.99009211150597,3.9960378262649225,6.797973459183989,0.9999983326635693,0.021176295998884598,0.00015172799976426177,1.087999771698378e-05,0.008090418999927351,0.0031692209995526355,0.008333518002473284,64000.0,63667.0,0.994796875,1.0,1.0,0.00014543599900207482,0.00011483300113468431,2.8640999516937882e-05,636.0,1.0
300.0,0.6,0.02273687299748417,1.1045687159990163,0.16064122040247794,1058.7255596737316,509.90827353476107,1568.6338332084927,15.99180494549201,15.99180494549201,19.98975618186503,3.995903522104105,6.83293550592178,0.9999983212824408,0.02244521800093935,0.00012059499931638129,9.964998753275722e-06,0.009295420000853483,0.0037775759992655367,0.007811890998709714,64000.0,63690.0,0.99515625,1.0,1.0,0.00011433500185376033,8.388900096178986e-05,2.8418999136192724e-05,630.0,1.0
