batch_size,mean_step_time,pressure_variance,speedup_vs_pppm,variance_ratio_vs_pppm
50.0,0.01421025372904048,2.232776598895919e-06,0.13847342113925895,0.00791470415823661
100.0,0.027933856099314817,1.2152644018626027e-06,0.07044292209858607,0.004307846212440187
