step,time,step_time,temperature,pressure,kinetic,potential,total_energy,box_x,box_y,box_z,area_per_lipid,thickness_proxy,barostat_scale,diag_pppm_total_time,diag_pppm_charge_deposition_time,diag_pppm_fft_solve_time,diag_pppm_field_interp_time,diag_pppm_grid_points
1.0,0.002,0.0006721850004396401,0.9753692886735478,0.030258631965570826,934.8878367854063,486.85797675766344,1421.7458135430697,15.999968968276223,15.999968968276223,19.99996121034528,3.9999844841531575,6.39892779167538,0.9999980605172639,0.00045361899901763536,4.360199818620458e-05,0.0003595470006985124,4.563999755191617e-05,4096.0
10.0,0.02,0.0005439830019895453,0.9775147940016213,0.03018546668349558,936.9442953912011,488.3775066884305,1425.3218020796317,15.999689611643166,15.999689611643166,19.999612014553968,3.99984480732691,6.39215945760241,0.9999980603709334,0.000401810000767,3.610400017350912e-05,0.0003239580000808928,3.8576999941142276e-05,4096.0
20.0,0.04,0.0005009149972465821,0.979839773775946,0.03310893091500638,939.1727908425728,488.51524733522587,1427.6880381777987,15.999379559959372,15.999379559959372,19.99922444994923,3.999689785994465,6.384126445537326,0.9999980662178618,0.0004027860013593454,3.599599949666299e-05,0.00032482000096933916,3.849399945465848e-05,4096.0
30.0,0.06,0.0005298210016917437,0.9821411607363786,0.033584303499721815,941.3786635028014,486.2410614629835,1427.6197249657848,15.999070215548873,15.999070215548873,19.998837769436104,3.999535121282235,6.375561669579968,0.999998067168607,0.00042498500260990113,4.0089002141030505e-05,0.0003383779985597357,4.299400097806938e-05,4096.0
40.0,0.08,0.0004954219984938391,0.9843670126614451,0.03528408521383708,943.512140740746,486.17793949120033,1429.6900802319462,15.998761157143086,15.998761157143086,19.998451446428874,3.999380602551725,6.366471305738111,0.9999980705681705,0.0003990929981227964,3.638000271166675e-05,0.0003218769998056814,3.733699850272387e-05,4096.0
50.0,0.1,0.0004887350005446933,0.9865159009278311,0.03615367296875318,945.5718454849841,486.42874543255607,1432.0005909175402,15.998452553773223,15.998452553773223,19.998065692216546,3.9992263143020774,6.356854197518968,0.9999980723073459,0.0003924129996448755,3.4369997592875734e-05,0.0003182099972036667,3.6687000829260796e-05,4096.0
60.0,0.12,0.0006100489990785718,0.9885619076036606,0.03914640813235681,947.5329466658701,486.5754260967178,1434.1083727625878,15.998144652117636,15.998144652117636,19.99768081514706,3.999072379845002,6.346705036555491,0.9999980782928163,0.0005005630009691231,3.6441000702325255e-05,0.00041275200055679306,4.7968002036213875e-05,4096.0
70.0,0.14,0.0005082479983684607,0.9906500166744029,0.038681981406900316,949.5343897538127,487.98342597775013,1437.5178157315627,15.997836981317315,15.997836981317315,19.99729622664666,3.998918563762561,6.336025957250848,0.9999980773639628,0.00041101700116996653,3.764199936995283e-05,0.0003320140021969564,3.8017999031580985e-05,4096.0
80.0,0.16,0.0022755270001653116,0.9927588188954937,0.0392186497187627,951.5556709530206,486.356433900571,1437.9121048535917,15.997529476768074,15.997529476768074,19.99691184596011,3.998764833750991,6.324825988565941,0.9999980784372995,0.00180167899816297,0.00014035499771125615,0.0015055399999255314,0.00014256800204748288,4096.0
90.0,0.18,0.0005452740006148815,0.9945345393969335,0.046503907782759354,953.2577202915162,488.7153833630257,1441.9731036545418,15.997223798306665,15.997223798306665,19.99652974788335,3.9986120195798303,6.313106567938072,0.9999980930078156,0.0004440140000951942,3.724900307133794e-05,0.00036043900036020204,4.270200224709697e-05,4096.0
100.0,0.2,0.0005286580017127562,0.9961393604383443,0.048711086293155785,954.7959438225997,488.8999091881329,1443.6958530107327,15.996919135922255,15.996919135922255,19.996148919902836,3.9984597162693065,6.300864841287893,0.9999980974221726,0.0004273510021448601,3.9803999243304133e-05,0.0003419009990466293,4.207399979350157e-05,4096.0
110.0,0.22,0.0005518260004464537,0.997450900015352,0.05737752181937877,956.053082866016,490.8270322409829,1446.8801151069988,15.996615698990915,15.996615698990915,19.995769623738656,3.998308028456291,6.288103131557621,0.9999981147550436,0.0004431450033735018,4.5626002247445285e-05,0.0003465529989625793,4.688900298788212e-05,4096.0
120.0,0.24,0.0005054719986219425,0.9983065619388723,0.05798792448577353,956.8732340636546,490.6240813120446,1447.4973153756991,15.996314236100538,15.996314236100538,19.995392795125685,3.9981573303136364,6.27482645500217,0.999998115975849,0.0004060669998580124,3.7398000131361187e-05,0.00032650899811415,3.840499994112179e-05,4096.0
130.0,0.26,0.000582469001528807,0.9989206821953674,0.06399814387523065,957.4618891297721,493.40367367475613,1450.8655628045283,15.996014346090886,15.996014346090886,19.995017932613624,3.9980074212553975,6.261041210379982,0.9999981279962877,0.0004718179989140481,5.1122999138897285e-05,0.0003536279982654378,4.6891000238247216e-05,4096.0
140.0,0.28,0.0005041709991928656,0.9994321934308569,0.0656939549287376,957.9521773114011,490.86619695084585,1448.8183742622468,15.995715392661813,15.995715392661813,19.994644240827277,3.9978579831724694,6.246754063696894,0.9999981313879098,0.000407346997235436,3.65879968740046e-05,0.0003292340006737504,3.816499884123914e-05,4096.0
150.0,0.3,0.0005439739979919977,1.0000200596748852,0.07014467999264962,958.5156620648813,491.3009404647457,1449.816602529627,15.99541745879006,15.99541745879006,19.994271823487583,3.9977090575150918,6.231966737883655,0.99999814028936,0.0004407639971759636,3.646099867182784e-05,0.00035556399961933494,4.526499833445996e-05,4096.0
160.0,0.32,0.0005170210024516564,1.0008298644505573,0.07334985231089584,959.291869354165,491.77260479978963,1451.0644741539545,15.995120639811727,15.995120639811727,19.99390079976467,3.9975606919082987,6.216680275554032,0.9999981466997047,0.0004181479998806026,4.101399827050045e-05,0.0003327080012240913,4.094099858775735e-05,4096.0
170.0,0.34,0.0005087300014565699,1.0016313987657592,0.073940350811695,960.0601394152767,490.6219675017601,1450.682106917037,15.994824365460643,15.994824365460643,19.993530456825816,3.9974126012802103,6.200895713168311,0.9999981478807016,0.0004101490012544673,3.841199941234663e-05,0.00032861100044101477,3.9464001019950956e-05,4096.0
180.0,0.36,0.0005843040016770829,1.0025459826344743,0.07494575279310249,960.9367686707194,491.4061934024853,1452.3429620732047,15.994528307226766,15.994528307226766,19.99316038403347,3.9972646214168486,6.184606559836969,0.9999981498915056,0.00046908199874451384,4.50529987574555e-05,0.0003720480017364025,4.784799966728315e-05,4096.0
190.0,0.38,0.0004933569980494212,1.003487668618861,0.08108989630822055,961.8393949856795,488.01955892661493,1449.8589539122945,15.994233989861371,15.994233989861371,19.992792487326724,3.997117514413075,6.167812848154868,0.9999981621797926,0.00039702700087218545,3.516699871397577e-05,0.00032146400189958513,3.709200245793909e-05,4096.0
200.0,0.4,0.0004846279989578761,1.0043323860331956,0.08491272192356689,962.649068371482,480.90797226501013,1443.5570406364923,15.993940730168147,15.993940730168147,19.992425912710196,3.9969709387520562,6.150518921859389,0.9999981698254439,0.0003902449971064925,3.486700006760657e-05,0.000315867000608705,3.62920000043232e-05,4096.0
210.0,0.42,0.0005375239998102188,1.0052420435757345,0.0866532567309454,963.5209786427044,480.7121041640319,1444.2330828067363,15.993648270616891,15.993648270616891,19.99206033827113,3.996824765690729,6.1327171160938665,0.9999981733065134,0.0004390419999253936,3.7462999898707494e-05,0.0003526820000843145,4.474699744605459e-05,4096.0
