batch_size,mean_step_time,pressure_variance,speedup_vs_pppm,variance_ratio_vs_pppm,is_pareto,utopia_score,recommended
50.0,0.010334569210235421,2.4509218258766317e-05,0.44512528630724013,0.08762967320484627,1.0,0.0,1.0
100.0,0.018515079999023357,0.00012265187701956509,0.24845574951934762,0.43852658977979514,0.0,1.41421355508177,0.0
