batch_size,mean_step_time,pressure_variance,speedup_vs_pppm,variance_ratio_vs_pppm,is_pareto,utopia_score,recommended
50.0,0.005255699621283698,6.286323576484306e-05,0.31562098365198576,0.22064023637818184,1.0,0.018145871366409008,1.0
100.0,0.01098257194146106,0.00010218869655736487,0.1510401291328351,0.3586665224796605,0.0,0.5907393812865178,0.0
200.0,0.022056911202882615,6.15871464245419e-05,0.075205864909686,0.21616136012788886,1.0,0.3668912083846489,0.0
400.0,0.042645889132365805,8.065235739996149e-05,0.038897279855046756,0.2830773024117419,0.0,0.8603283503147281,0.0
