step,time,step_time,temperature,pressure,kinetic,potential,total_energy,box_x,box_y,box_z,area_per_lipid,thickness_proxy,barostat_scale,diag_rbsog_total_time,diag_rbsog_short_range_time,diag_rbsog_proposal_time,diag_rbsog_sampling_time,diag_rbsog_filter_time,diag_rbsog_long_range_time,diag_rbsog_requested_samples,diag_rbsog_accepted_samples,diag_rbsog_acceptance_ratio,diag_rbsog_short_range_jit_enabled,diag_rbsog_long_range_jit_enabled,diag_neighbor_total_time,diag_neighbor_pair_build_time,diag_neighbor_short_range_time,diag_neighbor_pair_count,diag_neighbor_jit_enabled
1.0,0.002,0.022741299999324838,1.0413079967905932,0.1455502005835419,998.0903036428003,369.72115096856993,1367.8114546113702,15.999972657606419,15.999972657606419,19.999965822008022,3.9999863288148907,6.41780496138368,0.9999982911004012,0.022436932998971315,0.00016896799934329465,1.5118999726837501e-05,0.009326183000666788,0.0036182059993734583,0.007738405998679809,64000.0,63738.0,0.99590625,1.0,1.0,0.00016162900283234194,0.00012982699990971014,2.9506001737900078e-05,572.0,1.0
10.0,0.02,0.02052779199948418,1.0377329348718065,0.14120257976147516,994.6636012076846,319.4440940975701,1314.1076953052548,15.999726235433807,15.999726235433807,19.99965779429226,3.9998631188879505,6.4175756269658075,0.9999982824051595,0.020212321000144584,0.00011800799984484911,1.005000012810342e-05,0.008626912000181619,0.003110053999989759,0.007011118999798782,64000.0,63697.0,0.995265625,1.0,1.0,0.00011245100176893175,8.450399764114991e-05,2.5970999558921903e-05,571.0,1.0
20.0,0.04,0.02323869899919373,1.0344955694298485,0.14449137771108214,991.560610135195,366.0505544361464,1357.6111645713413,15.999452485147897,15.999452485147897,19.999315606434873,3.999726247257894,6.418758106609321,0.9999982889827554,0.02294699699996272,0.00012119300299673341,1.0373001714469865e-05,0.009231156000168994,0.003622488002292812,0.008149064000463113,64000.0,63678.0,0.99496875,1.0,1.0,0.00011518899918883108,8.608500138507225e-05,2.7362002583686262e-05,574.0,1.0
30.0,0.06,0.020714271002361784,1.0318024829168118,0.14366418824453225,988.979292273521,363.55875788660296,1352.538050160124,15.999178467273039,15.999178467273039,19.998973084091297,3.999589244182082,6.421450160758028,0.9999982873283765,0.020430467997357482,0.0001123649999499321,9.684998076409101e-06,0.008486743001412833,0.0030150309976306744,0.007442998998158146,64000.0,63682.0,0.99503125,1.0,1.0,0.00010621100227581337,8.053100100369193e-05,2.377900091232732e-05,574.0,1.0
40.0,0.08,0.02022306900107651,1.0297868392167626,0.1451933394568434,987.0473104421511,377.67184880142105,1364.7191592435722,15.9989043805047,15.9989043805047,19.998630475630872,3.9994522090083198,6.425636864378597,0.9999982903866789,0.019971051999164047,0.0001189520007756073,9.964001947082579e-06,0.008171610999852419,0.003275697999924887,0.0070260480024444405,64000.0,63696.0,0.99525,1.0,1.0,0.00011287699817330576,8.565499956603162e-05,2.5176999770337716e-05,571.0,1.0
50.0,0.1,0.02371232700170367,1.0281875376794793,0.14328214070328596,985.5143776260292,359.7793383785024,1345.2937160045317,15.998630361247294,15.998630361247294,19.998287951559114,3.9993152099347453,6.431316505536055,0.9999982865642814,0.02343032799763023,0.0001511410009698011,1.1454998457338661e-05,0.008504797999194125,0.0032589399997959845,0.00969515800170484,64000.0,63718.0,0.99559375,1.0,1.0,0.00014468900189967826,0.00011371599975973368,2.84670022665523e-05,572.0,1.0
60.0,0.12,0.02302545100246789,1.0271479252290028,0.1439489076243899,984.5179151327943,376.0411020190053,1360.5590171517997,15.998356241114196,15.998356241114196,19.997945301392743,3.999178162774962,6.4384804983596275,0.9999982878978152,0.022740297998097958,0.00011638500291155651,9.155999578069896e-06,0.007614276997628622,0.0030633319984190166,0.01054912899780902,64000.0,63694.0,0.99521875,1.0,1.0,0.00011085799997090362,8.278799941763282e-05,2.6198998966719955e-05,569.0,1.0
70.0,0.14,0.021542203998251352,1.0268297208563657,0.14336103295713962,984.2129149716202,361.7771207281667,1345.9900356997869,15.998082123714555,15.998082123714555,19.99760265464319,3.999041119329925,6.447116965852471,0.9999982867220659,0.021267727999656927,0.0001313680004386697,1.0381998436059803e-05,0.00866027799929725,0.0034900800019386224,0.007045681999443332,64000.0,63710.0,0.99546875,1.0,1.0,0.0001248400003532879,9.343300189357251e-05,2.9187001928221434e-05,576.0,1.0
80.0,0.16,0.024155270999472123,1.026904833797187,0.1432356215254732,984.2849099849371,365.10661488232586,1349.391524867263,15.997808178959813,15.997808178959813,19.997260223699765,3.9989041645436485,6.457235706510048,0.999998286471243,0.023876875999121694,0.00013322900122147985,1.0808002116391435e-05,0.009177381998597411,0.004705477000243263,0.008266177999757929,64000.0,63710.0,0.99546875,1.0,1.0,0.00012643200170714408,9.546399815008044e-05,2.8888000088045374e-05,578.0,1.0
90.0,0.18,0.023276171999896178,1.0277793358554503,0.14364478249106638,985.1231189474888,369.9308329153287,1355.0539518628175,15.997534111354549,15.997534111354549,19.99691763919319,3.998767150686756,6.468814496577851,0.999998287289565,0.02300614100022358,0.00012048500138917007,1.0011000995291397e-05,0.0083096550006303,0.004751009000756312,0.008326245999342063,64000.0,63683.0,0.995046875,1.0,1.0,0.00011462199836387299,8.71619995450601e-05,2.5700999685795978e-05,577.0,1.0
100.0,0.2,0.02270691400190117,1.0293766112645464,0.1439666023865949,986.6541034529338,373.33541129361606,1359.98951474655,15.997260212255798,15.997260212255798,19.99657526531975,3.998630223415975,6.4818519449494145,0.9999982879332048,0.02244766700096079,0.00012437899931683205,1.032900036079809e-05,0.008898578002117574,0.004438545001903549,0.00708703900090768,64000.0,63701.0,0.995328125,1.0,1.0,0.00011845300105051138,8.781500218901783e-05,2.8821999876527116e-05,579.0,1.0
110.0,0.22,0.022977974000241375,1.032422799392828,0.1455684378065422,989.5738711167622,385.27414726529804,1374.8480183820602,15.996986419685626,15.996986419685626,19.99623302460703,3.9984933517438495,6.496343684481624,0.9999982911368757,0.022734056001354475,0.00013727500117965974,1.2046999472659081e-05,0.010261724000883987,0.003302309996797703,0.007521489998907782,64000.0,63709.0,0.995453125,1.0,1.0,0.0001305799996771384,9.905899787554517e-05,2.966099782497622e-05,584.0,1.0
120.0,0.24,0.021329839000827633,1.0402800189755455,0.14670041712238896,997.1049948622433,394.688119214797,1391.7931140770402,15.996713316659891,15.996713316659891,19.995891645824862,3.998356827115686,6.512292839811837,0.9999982934008342,0.021060666997072985,0.0001236080024682451,1.1438998626545072e-05,0.009012373000587104,0.003490364000754198,0.0070505680014321115,64000.0,63686.0,0.99509375,1.0,1.0,0.00011751800047932193,8.775300011620857e-05,2.80010026472155e-05,582.0,1.0
130.0,0.26,0.02226362300280016,1.0457998566891566,0.1476463065674032,1002.3957450449553,400.9990341139959,1403.3947791589512,15.99644056850446,15.99644056850446,19.995550710630575,3.9982204822139886,6.529689638917881,0.9999982952926131,0.022008428000845015,0.0001239849989360664,1.0558000212768093e-05,0.008083802000328433,0.0035727459980989806,0.008633688998088473,64000.0,63692.0,0.9951875,1.0,1.0,0.00011820600047940388,9.008800043375231e-05,2.629499795148149e-05,584.0,1.0
140.0,0.28,0.021491677998710657,1.0398143197332341,0.14583484570337452,996.6586202113225,377.36865742438215,1374.0272776357046,15.996167598140518,15.996167598140518,19.995209497675646,3.998084028559384,6.548527773882659,0.9999982916696915,0.021239505000266945,0.0001299620016652625,1.06189982034266e-05,0.009172109999781242,0.0035131010008626617,0.0070210609992500395,64000.0,63739.0,0.995921875,1.0,1.0,0.00012334599887253717,8.97290010470897e-05,3.072300023632124e-05,588.0,1.0
