step,time,step_time,temperature,pressure,kinetic,potential,total_energy,box_x,box_y,box_z,area_per_lipid,thickness_proxy,barostat_scale,diag_rbsog_total_time,diag_rbsog_short_range_time,diag_rbsog_proposal_time,diag_rbsog_sampling_time,diag_rbsog_filter_time,diag_rbsog_long_range_time,diag_rbsog_requested_samples,diag_rbsog_accepted_samples,diag_rbsog_acceptance_ratio,diag_rbsog_short_range_jit_enabled,diag_rbsog_long_range_jit_enabled,diag_neighbor_total_time,diag_neighbor_pair_build_time,diag_neighbor_short_range_time,diag_neighbor_pair_count,diag_neighbor_jit_enabled
150.0,0.3,0.020883417000732152,1.0348669581408736,0.1446301211719779,991.9165855470402,371.31745901239907,1363.2340445594393,15.995894337265817,15.995894337265817,19.99486792158227,3.9979474320151973,6.568812107320033,0.9999982892602424,0.02062131500133546,0.00012078400322934613,9.65400249697268e-06,0.007883156999014318,0.0032068990003608633,0.00800533700021333,64000.0,63710.0,0.99546875,1.0,1.0,0.00011495299986563623,8.608899952378124e-05,2.6980000257026404e-05,596.0,1.0
160.0,0.32,0.01956442899972899,1.0346157855389275,0.1453891539738327,991.6758404426546,386.70748187256623,1378.3833223152208,15.995620774029584,15.995620774029584,19.99452596753698,3.997810686665106,6.590542548432427,0.9999982907783079,0.01933329299936304,0.0001384900024277158,1.0694999218685552e-05,0.007865784999012249,0.003300789001514204,0.0066386549988237675,64000.0,63711.0,0.995484375,1.0,1.0,0.00013200300236348994,0.00010399400343885645,2.5869998353300616e-05,589.0,1.0
170.0,0.34,0.02429598899834673,1.036832835489027,0.1452080055218171,993.8008748353911,380.5467971789189,1374.34767201431,15.99534749347495,15.99534749347495,19.994184366843687,3.997674084953365,6.613699266147699,0.9999982904160111,0.023995179999474203,0.00012801800039596856,1.119199805543758e-05,0.009461600999202346,0.003563080001185881,0.008747515999857569,64000.0,63673.0,0.994890625,1.0,1.0,0.0001211950002470985,9.125399810727686e-05,2.796400076476857e-05,585.0,1.0
180.0,0.36,0.02276117000292288,1.0410624053485054,0.14535092411039988,997.8549042547088,378.80304107096043,1376.6579453256693,15.995074507338796,15.995074507338796,19.993843134173495,3.9975376327393657,6.638263054382191,0.9999982907018482,0.0224401180021232,0.00012557800073409453,1.5043999155750498e-05,0.009759626002050936,0.004164646998106036,0.006990308997046668,64000.0,63671.0,0.994859375,1.0,1.0,0.00011834299948532134,8.605100083514117e-05,3.0313000024762005e-05,589.0,1.0
190.0,0.38,0.01966480299961404,1.0509714474738547,0.1521281269010123,1007.3527159708632,459.6698193452286,1467.0225353160918,15.994802023703961,15.994802023703961,19.993502529629957,3.997401434023193,6.664248160829679,0.9999983042562538,0.019430627002293477,0.00011750599878723733,9.888000931823626e-06,0.007863391998398583,0.003141097997286124,0.0067341729991312604,64000.0,63688.0,0.995125,1.0,1.0,0.00011148900011903606,8.295600127894431e-05,2.6630998036125675e-05,585.0,1.0
200.0,0.4,0.022348990001773927,1.0698587949544855,0.15011151774084455,1025.456168861438,403.6240707190383,1429.0802395804762,15.994530129361618,15.994530129361618,19.993162661702023,3.997265532172759,6.69164333836442,0.9999983002230355,0.022063533000618918,0.00011900000026798807,9.585997759131715e-06,0.008251938001194503,0.004267470998456702,0.007615667000209214,64000.0,63697.0,0.995265625,1.0,1.0,0.00011282599734840915,8.42869994812645e-05,2.6898000214714557e-05,578.0,1.0
210.0,0.42,0.019975413000793196,1.0443293320017368,0.1451792855495021,1000.986242059789,373.63503467569274,1374.6212767354818,15.99425834888728,15.99425834888728,19.9928229361091,3.9971296895461013,6.7204206923483305,0.9999982903585711,0.019712171000719536,0.0001691409997874871,1.2723001418635249e-05,0.008400591999816243,0.003113725000730483,0.00671870000223862,64000.0,63678.0,0.99496875,1.0,1.0,0.00016129499999806285,0.00012462799713830464,3.410399949643761e-05,580.0,1.0
220.0,0.44,0.019971213998360327,1.0407613445777526,0.14451053816052423,997.5663351390663,364.8964683123882,1362.4628034514544,15.993985125408306,15.993985125408306,19.992481406760383,3.9969931279965962,6.750600552694415,0.9999982890210763,0.019728063001821283,0.00011193500176887028,9.708997822599486e-06,0.00828735400136793,0.0032328140005120076,0.006690558999252971,64000.0,63696.0,0.99525,1.0,1.0,0.00010612099868012592,8.115399759844877e-05,2.3402997612720355e-05,580.0,1.0
230.0,0.46,0.022092703002272174,1.0410959437899927,0.14739752926462568,997.8870589101155,411.5374202963086,1409.4244792064242,15.993712123097831,15.993712123097831,19.992140153872292,3.996856679320727,6.782194092658985,0.9999982947950585,0.021810605998325627,0.0001401150002493523,1.1276999430265278e-05,0.008833821000735043,0.0034299899998586625,0.007790212002873886,64000.0,63655.0,0.994609375,1.0,1.0,0.00013381499957176857,0.00010151499736821279,3.0055001843720675e-05,587.0,1.0
240.0,0.48,0.020634022999729495,1.0431527551523094,0.1472632646754893,999.8585053404532,406.9358295508198,1406.7943348912731,15.993439354126156,15.993439354126156,19.991799192657695,3.996720349595489,6.815200114385324,0.9999982945265293,0.020375873002194567,0.00013911700079916045,1.2886997865280136e-05,0.008427333003055537,0.00336236499788356,0.007014522998360917,64000.0,63697.0,0.995265625,1.0,1.0,0.00013269199916976504,8.549999984097667e-05,4.5195003622211516e-05,594.0,1.0
250.0,0.5,0.02065752899943618,1.0456099490469184,0.14685071970275887,1002.2137160010757,403.773569583041,1405.9872855841168,15.99316669180305,15.99316669180305,19.991458364753818,3.9965840754968522,6.849592985794585,0.9999982937014394,0.020422844998392975,0.00013471099737216718,1.1232998076593503e-05,0.008151299000019208,0.0035045029981120024,0.007054973000776954,64000.0,63682.0,0.99503125,1.0,1.0,0.00012800400145351887,9.887600026559085e-05,2.7189998945686966e-05,588.0,1.0
260.0,0.52,0.02499646399883204,1.0484512265994201,0.14773676137885056,1004.9370748030809,415.07446453510505,1420.011539338186,15.992894030846246,15.992894030846246,19.99111753855781,3.996447804404336,6.885320520217933,0.9999982954735227,0.024202307999075856,0.00011866700151585974,9.764000424183905e-06,0.009060136999323731,0.0036859840001852717,0.00971838899931754,64000.0,63669.0,0.994828125,1.0,1.0,0.0001124520022131037,8.39000022097025e-05,2.6842000806936994e-05,600.0,1.0
270.0,0.54,0.02250102299876744,1.051028044222948,0.1495648343071152,1007.406953441755,430.45004448703736,1437.8569979287925,15.99262162115192,15.99262162115192,19.990777026439908,3.9963116612083733,6.9223173917283916,0.9999982991296686,0.0222182419965975,0.00012498499927460216,1.060499926097691e-05,0.008384221997403074,0.0033300950017292053,0.008783603003394092,64000.0,63698.0,0.99528125,1.0,1.0,0.00011945600272156298,8.961699859355576e-05,2.8104997909395024e-05,594.0,1.0
280.0,0.56,0.02183291300025303,1.053331586451204,0.15071141543079453,1009.6148957871171,453.0184923494331,1462.6333881365501,15.992349417228592,15.992349417228592,19.990436771535744,3.996175623167683,6.960563153090552,0.9999983014228309,0.021544537998124724,0.0001250610002898611,1.0616000508889556e-05,0.00889897200249834,0.003993900998466415,0.007103813000867376,64000.0,63685.0,0.995078125,1.0,1.0,0.00011810799696831964,8.996899850899354e-05,2.6569003239274025e-05,597.0,1.0
290.0,0.58,0.030460251000477,1.0562952939568995,0.1485604231666451,1012.4555910698402,411.0266580991835,1423.4822491690238,15.992077181011817,15.992077181011817,19.990096476264775,3.9960395713037324,7.000067672676888,0.9999982971208463,0.02990928000144777,0.00011970700143137947,9.469000360695645e-06,0.008692790997884003,0.004347390997281764,0.015068938002514187,64000.0,63681.0,0.995015625,1.0,1.0,0.00011365899990778416,8.593699749326333e-05,2.551400029915385e-05,592.0,1.0
300.0,0.6,0.021548533000895986,1.060539198685615,0.14934863555489497,1016.5233631033917,425.0667789422557,1441.5901420456476,15.991805058410131,15.991805058410131,19.989756323012667,3.995903578534248,7.040845375773846,0.9999982986972711,0.021287763000145787,0.00015053400056785904,1.0671999916667119e-05,0.008610993998445338,0.003502994997688802,0.007377049001661362,64000.0,63699.0,0.995296875,1.0,1.0,0.00014305999866337515,0.0001127640025515575,2.8180002118460834e-05,592.0,1.0
