solver,mean_step_time,pressure_variance,area_per_lipid_std,thickness_proxy_std,area_per_lipid_drift_per_time,thickness_proxy_drift_per_time
pppm,0.0006269950752197257,0.00027191439792996453,0.02020437053495358,1.758383863895751,-0.006930073529067928,0.511577907059507
rbsog,0.0372898490335105,1.3136027042137564,0.00794133701232876,1.1056769115189877,-0.0012861892605057282,0.13120714663292005
