grid_size,mean_step_time,pressure_variance,force_rmse_rel,potential_error_rel,virial_error_rel,pressure_error_rel,fairness_score,recommended
16.0,0.0007827322365154678,0.0009251360201736461,2.1181826742621332,2.445903021771312,6.563625571872078,0.3520661303726691,0.15219326706754988,1.0
24.0,0.0014944671504484284,0.000476942272137534,2.2558149895613693,3.6436714259735985,6.241718528652561,0.3514340260505213,0.2740033915986499,0.0
32.0,0.003882966161468811,0.0003250028332075256,2.747064306534144,4.896160638742333,7.85632944697754,0.4380533629153735,0.7097902219891322,0.0
48.0,0.01652545294621055,0.0003377832351499098,1.9457025529834897,7.318426311534053,4.810335463360343,0.2621016005680688,0.313112551290826,0.0
64.0,0.03633475505369959,0.00023060607985873156,2.085776725958817,9.776356369507072,6.17970447970319,0.3392788442733044,0.7178277493031111,0.0
