step,time,step_time,temperature,pressure,kinetic,potential,total_energy,box_x,box_y,box_z,area_per_lipid,thickness_proxy,barostat_scale
1.0,0.002,0.017051417999027763,1.0413255314352994,0.05574032764738983,998.1067519822368,801.2194401892676,1799.3261921715043,15.999969783690485,15.999969783690485,19.999962229613107,3.9999848918595085,6.417793764012032,0.9999981114806553
20.0,0.04,0.016923762999795144,1.034426549169259,0.06553008692882849,991.4941412825691,800.7930772566297,1792.2872185391989,15.999398322335653,15.999398322335653,19.999247902919574,3.9996991668243265,6.414659840832094,0.9999981310601739
40.0,0.08,0.01678681100020185,1.0284244785038417,0.056821365452934834,985.7411437154656,802.1246198055409,1787.8657635210066,15.998800045639802,15.998800045639802,19.998500057049753,3.9994000453181897,6.409354516038188,0.999998113642731
60.0,0.12,0.014624706000176957,1.0243836829467652,0.07192603823235338,981.8681151093997,801.3551439944586,1783.2232591038583,15.998206659798129,15.998206659798129,19.997758324747668,3.9991033801501437,6.402122398504941,0.9999981438520764
80.0,0.16,0.015078764999998384,1.021299375241445,0.08203502943685674,978.9118567318515,801.3952279626684,1780.3070846945197,15.997616816754753,15.997616816754753,19.997021020943453,3.998808497120539,6.39302621525224,0.9999981640700589
100.0,0.2,0.017545566999615403,1.0185409595554118,0.07589431318800584,976.2679010249809,798.4258992534017,1774.6938002783827,15.997027521628132,15.997027521628132,19.996284402035183,3.9985138988707485,6.382105144415312,0.9999981517886264
120.0,0.24,0.018391384001006372,1.0168353387159144,0.07889350954695244,974.6330811858534,795.7779400125202,1770.4110211983734,15.996437818704042,15.996437818704042,19.995547273380076,3.9982191076197644,6.369331851114935,0.9999981577870191
140.0,0.28,0.014500057999612181,1.0165709245232313,0.09633666711579897,974.3797091011072,791.1632114892627,1765.54292059037,15.99585125922603,15.99585125922603,19.99481407403256,3.997925898551296,6.354660412046821,0.9999981926733342
160.0,0.32,0.014556677000655327,1.0162384906214554,0.09601304961951104,974.0610710971246,793.2752582216942,1767.3363293188188,15.995272950126148,15.995272950126148,19.994091187657713,3.997636824203707,6.338080426698639,0.9999981920260992
180.0,0.36,0.017286659000092186,1.0160416723948456,0.10158456009727801,973.8724432128688,790.5912712203722,1764.463714433241,15.994696196093452,15.994696196093452,19.99337024511684,3.9973485375832243,6.319578503401927,0.9999982031691202
200.0,0.4,0.013260267000077874,1.0164426840996161,0.10011420801793675,974.2568058205854,787.72987841752,1761.9866842381055,15.994121697660622,15.994121697660622,19.9926521220758,3.997061388743411,6.299146284595803,0.999998200228416
220.0,0.44,0.014090269000007538,1.0171834969915183,0.10402886917346696,974.9668876882388,785.1722683811822,1760.139156069421,15.993547489203191,15.993547489203191,19.99193436150402,3.996774395146839,6.276817955834007,0.9999982080577383
240.0,0.48,0.014456512999458937,1.0182408452408398,0.10379487505851284,975.9803514395671,779.7557031931415,1755.7360546327086,15.992974706486649,15.992974706486649,19.99121838310834,3.9964881244112767,6.252640405037361,0.9999982075897501
260.0,0.52,0.013857940000889357,1.0193546270892875,0.10921623412690322,977.0479287020453,773.2138937641649,1750.26182246621,15.992403260027455,15.992403260027455,19.990504075034337,3.996202531739637,6.226608347363587,0.9999982184324683
280.0,0.56,0.01755632999993395,1.02115306991011,0.10952782631247313,978.7717312235628,767.4214390196443,1746.193170243207,15.991833472997861,15.991833472997861,19.989791841247346,3.9959177785639817,6.19867604699379,0.9999982190556527
