step,time,step_time,temperature,pressure,kinetic,potential,total_energy,box_x,box_y,box_z,area_per_lipid,thickness_proxy,barostat_scale,diag_rbsog_total_time,diag_rbsog_short_range_time,diag_rbsog_proposal_time,diag_rbsog_sampling_time,diag_rbsog_filter_time,diag_rbsog_long_range_time,diag_rbsog_requested_samples,diag_rbsog_accepted_samples,diag_rbsog_acceptance_ratio,diag_rbsog_short_range_jit_enabled,diag_rbsog_long_range_jit_enabled,diag_neighbor_total_time,diag_neighbor_pair_build_time,diag_neighbor_short_range_time,diag_neighbor_pair_count,diag_neighbor_jit_enabled
1.0,0.002,0.021248302997264545,0.9753599817808859,0.13587108350834143,934.8793111036175,373.3931821380141,1308.2724932416315,15.999972347874673,15.999972347874673,19.99996543484334,3.9999861739492837,6.398939428722324,0.999998271742167,0.020818543001951184,0.00012883399904239923,1.3492997823050246e-05,0.007985180000105174,0.003359578000527108,0.007815599998139078,64000.0,63715.0,0.995546875,1.0,1.0,0.00012216899995109998,9.438499910174869e-05,2.5378998543601483e-05,540.0,1.0
10.0,0.02,0.023557922002510168,0.9770777035145513,0.13817253415441216,936.5257503158937,398.03857728164803,1334.5643275975417,15.999724000615261,15.999724000615261,19.999655000769078,3.9998620014978754,6.393212058471214,0.9999982763450683,0.023263798000698444,0.00012093300028936937,1.1282998457318172e-05,0.009394238000822952,0.003576959999918472,0.008567367996874964,64000.0,63686.0,0.99509375,1.0,1.0,0.00011458399967523292,8.739199984120205e-05,2.5268000172218308e-05,542.0,1.0
20.0,0.04,0.018902625000919215,0.9792136551841693,0.13833673353994883,938.5730535499715,395.32244535971546,1333.895498909687,15.999448006434417,15.999448006434417,19.999310008043025,3.9997240079780974,6.388315847194803,0.9999982766734671,0.018656678999832366,0.0001207389977935236,9.381998097524047e-06,0.00810958000147366,0.002840787998138694,0.00636673100234475,64000.0,63701.0,0.995328125,1.0,1.0,0.00011471100151538849,8.779500058153644e-05,2.4960998416645452e-05,538.0,1.0
30.0,0.06,0.02027152600203408,0.9816557787566486,0.14150115689956477,940.913832836178,430.8489062533341,1371.7627390895123,15.999172428599762,15.999172428599762,19.99896553574971,3.999586225001044,6.384972973272408,0.9999982830023137,0.02003923600204871,0.00010908299736911431,9.481998858973384e-06,0.007828765999875031,0.003001322998898104,0.007817409001290798,64000.0,63697.0,0.995265625,1.0,1.0,0.00010342599853174761,7.953900058055297e-05,2.241200127173215e-05,536.0,1.0
40.0,0.08,0.02072334000331466,0.9841037204845149,0.13975603285771754,943.2601703405472,404.06747854983956,1347.3276488903869,15.998896974695512,15.998896974695512,19.9986212183694,3.999448506358144,6.383173192756365,0.9999982795120658,0.02049816799990367,0.00011370300126145594,8.948998583946377e-06,0.008178798998415004,0.004116842999792425,0.006727814001351362,64000.0,63709.0,0.995453125,1.0,1.0,0.00010758200005511753,8.304400034830905e-05,2.277000021422282e-05,543.0,1.0
50.0,0.1,0.021550451001530746,0.9867052132633423,0.13840944778744763,945.7536874947211,391.2453581301041,1336.9990456248252,15.998621472051603,15.998621472051603,19.998276840064516,3.999310765718603,6.382923749001047,0.9999982768188955,0.021274031001667026,0.00016157700156327337,1.2418997357599437e-05,0.008537666999473004,0.00358271799996146,0.007335004000196932,64000.0,63719.0,0.995609375,1.0,1.0,0.00015448999693035148,0.00012273100219317712,2.966399915749207e-05,534.0,1.0
60.0,0.12,0.019920357000955846,0.9894583518561106,0.13923700740028175,948.3925648807606,387.3874928871229,1335.7800577678836,15.998346040762726,15.998346040762726,19.99793255095342,3.9991730631248186,6.384211603591536,0.9999982784740148,0.019690430999617092,0.00011175600229762495,9.014998795464635e-06,0.007967073001054814,0.003016611997736618,0.00692387500021141,64000.0,63696.0,0.99525,1.0,1.0,0.00010565699994913302,8.00970010459423e-05,2.3851996957091615e-05,538.0,1.0
70.0,0.14,0.021140300999832107,0.9922909546075868,0.13914270501935866,951.1076049112337,386.63587035068923,1337.7434752619229,15.998070900745866,15.998070900745866,19.99758862593234,3.9990355085201816,6.387033308838859,0.99999827828541,0.020800058999157045,0.00012565100041683763,1.0667001333786175e-05,0.008760147000430152,0.00339420900127152,0.0072107500018319115,64000.0,63725.0,0.995703125,1.0,1.0,0.00011895100033143535,9.055900227394886e-05,2.6670997613109648e-05,549.0,1.0
80.0,0.16,0.023215426997921895,0.9955188211964099,0.1412433071295246,954.2015124005742,407.7372655033825,1361.9387779039566,15.997795738415649,15.997795738415649,19.99724467301957,3.998897945126092,6.391389290581305,0.9999982824866143,0.02281677800056059,0.0001309020008193329,1.0175997886108235e-05,0.0101933480000298,0.0035675699982675724,0.007395749998977408,64000.0,63688.0,0.995125,1.0,1.0,0.00012433200026862323,9.25090025702957e-05,2.983499871334061e-05,557.0,1.0
90.0,0.18,0.021312709999619983,0.9990697135558636,0.14152693993070023,957.6050321223374,409.0883472836049,1366.6933794059423,15.997520951477428,15.997520951477428,19.99690118934679,3.9987605717649886,6.397271019658432,0.9999982830538798,0.02105771999777062,0.00021075900076539256,2.173400207539089e-05,0.009044656999321887,0.0034617810015333816,0.006856437998067122,64000.0,63678.0,0.99496875,1.0,1.0,0.00019998599964310415,0.0001525429979665205,4.407199958222918e-05,551.0,1.0
100.0,0.2,0.019518372999300482,1.003581668806616,0.13807243975639794,961.9297130876425,354.2477865775445,1316.177499665187,15.997246112160054,15.997246112160054,19.99655764020007,3.998623174578437,6.404673364075432,0.9999982761448795,0.01927423999950406,0.0001150780008174479,9.131999831879511e-06,0.008104493001155788,0.003034405999642331,0.006697837998217437,64000.0,63691.0,0.995171875,1.0,1.0,0.00010899799963226542,8.285700096166693e-05,2.4326000129804015e-05,554.0,1.0
110.0,0.22,0.021788641999592073,1.0080342367984787,0.1453998252676707,966.1975131126198,446.38379733789475,1412.5813104505146,15.996971878216348,15.996971878216348,19.996214847770432,3.998486082381948,6.4135892055463355,0.9999982907996505,0.021465841000463115,0.00014335500236484222,1.1067000741604716e-05,0.009037111998623004,0.003419590000703465,0.007421741000143811,64000.0,63702.0,0.99534375,1.0,1.0,0.00013723700249101967,0.00010174900307902135,3.3244999940507114e-05,559.0,1.0
120.0,0.24,0.02261541999905603,1.0081423523123096,0.14159346867737604,966.3011267660108,391.13055895556687,1357.4316857215777,15.996697817988686,15.996697817988686,19.99587227248585,3.998349079375687,6.4240131596126435,0.9999982831869374,0.022353626998665277,0.00013359800141188316,1.103799877455458e-05,0.0088530239991087,0.0032028380010160618,0.008712964001460932,64000.0,63709.0,0.995453125,1.0,1.0,0.000126705999718979,9.67030027823057e-05,2.822099850163795e-05,554.0,1.0
130.0,0.26,0.020831118999922182,1.0085994198654318,0.1428490069394317,966.7392293665309,415.16202739019934,1381.9012567567302,15.996423393675187,15.996423393675187,19.99552924209398,3.998211896714356,6.435950478037545,0.9999982856980139,0.020574177000526106,0.00018133800040232018,1.296800110139884e-05,0.008588245997088961,0.003363741001521703,0.007076172001688974,64000.0,63707.0,0.995421875,1.0,1.0,0.0001743829998304136,0.0001325009980064351,3.957800072384998e-05,562.0,1.0
