batch_size,mean_step_time,pressure_variance,speedup_vs_pppm,variance_ratio_vs_pppm,is_pareto,utopia_score,recommended
50.0,0.014357724450901456,0.0008126344515443702,0.053327943730820504,0.9383631937101358,1.0,0.5773502679266017,0.0
100.0,0.02963562074512166,0.0004898107180319602,0.02583606829785523,0.5655929905659796,1.0,0.21417672469935622,1.0
200.0,0.08633535517005571,0.00038597420586103116,0.008868532713071649,0.4456911564765418,1.0,0.6173091623697654,0.0
400.0,0.10974579760784085,0.0003555170308093514,0.006976740233428263,0.4105217245153835,1.0,0.8164965809191663,0.0
