step,time,step_time,temperature,pressure,kinetic,potential,total_energy,box_x,box_y,box_z,area_per_lipid,thickness_proxy,barostat_scale
1.0,0.002,0.0016617910005152225,1.0413002790125347,0.0747913396555261,998.0826236845134,640.4738038520785,1638.5564275365919,15.999970393322869,15.999970393322869,19.999962991653586,3.9999851966751305,6.417794324362118,0.9999981495826793
10.0,0.02,0.0016513330047018826,1.0376555817313495,0.07492959687664907,994.5891948191754,638.7817182690003,1633.3709130881757,15.99970416371342,15.99970416371342,19.99963020464177,3.9998520832241957,6.416585912744081,0.9999981498591938
20.0,0.04,0.0016552089946344495,1.0341271555073215,0.07539293887577092,991.2072126348475,634.3627322535253,1625.569944888373,15.99940858271487,15.99940858271487,19.999260728393587,3.9997042968226606,6.414818669262187,0.9999981507858777
30.0,0.06,0.0016350409714505076,1.03139211417335,0.07557050202472904,988.5856859139409,632.5365599083912,1621.122245822332,15.999112070204573,15.999112070204573,19.998890087755715,3.9995560474213385,6.412605938321898,0.9999981511410041
40.0,0.08,0.0016199590172618628,1.0290799507442778,0.0755904665545592,986.3694855408521,632.6912618718496,1619.0607474127019,15.99881642451509,15.99881642451509,19.998520530643862,3.9994082341458403,6.409937810719351,0.9999981511809332
50.0,0.1,0.001623791002202779,1.0272443877505235,0.07924394671873629,984.6101193059499,633.5952202188483,1618.205339524798,15.99852137575498,15.99852137575498,19.998151719693727,3.9992607220388905,6.40680981278908,0.9999981584878934
60.0,0.12,0.0016333329840563238,1.025685424177599,0.07674671230292422,983.1158484044155,632.2642792972096,1615.380127701625,15.998226398018799,15.998226398018799,19.997782997523498,3.9991132481603993,6.403230695431011,0.9999981534934246
70.0,0.14,0.0016376250132452697,1.0243518192878143,0.07529334207496968,981.8375871302802,631.7224100842526,1613.5599972145328,15.997930567339978,15.997930567339978,19.99741320917497,3.998965350584857,6.3992065206384865,0.9999981505866842
80.0,0.16,0.0016454170108772814,1.0232651051793284,0.07779415135061822,980.7959853212008,629.9054064662688,1610.7013917874697,15.997635062419553,15.997635062419553,19.997043828024438,3.998817618599304,6.394738457526355,0.9999981555883027
90.0,0.18,0.0016316250257659703,1.0225246284607912,0.07737085760599374,980.0862393451507,631.255058660922,1611.3412980060727,15.997339982762435,15.997339982762435,19.99667497845304,3.9986701019389006,6.389824046531931,0.9999981547417152
100.0,0.2,0.0016212080081459135,1.0219770039366791,0.07596256498643109,979.5613376578865,630.1084718160186,1609.669809473905,15.997044579747875,15.997044579747875,19.99630572468484,3.9985224263506387,6.3844583664843935,0.99999815192513
110.0,0.22,0.0016204999992623925,1.0215692232193267,0.07593889987200063,979.1704811922832,629.2075134251787,1608.3779946174618,15.996748769673296,15.996748769673296,19.99593596209162,3.998374550000689,6.378651438429869,0.9999981518777997
120.0,0.24,0.001632833998883143,1.0211846172227415,0.07822476901572704,978.8018466568244,628.9742399816239,1607.7760866384483,15.996453530068257,15.996453530068257,19.995566912585325,3.9982269615567687,6.372411749837267,0.999998156449538
130.0,0.26,0.0016322919982485473,1.02075647874857,0.07983908487942637,978.3914837601515,626.8553551609007,1605.2468389210521,15.996158905565075,15.996158905565075,19.995198631956352,3.9980796833138883,6.365735951699312,0.9999981596781697
140.0,0.28,0.001644375006435439,1.0200027278980222,0.08720016734526063,977.6690450159163,624.036809232022,1601.7058542479383,15.995866697610671,15.995866697610671,19.994833372013343,3.997933615745783,6.35861337957453,0.9999981744003347
150.0,0.3,0.001619791000848636,1.0192251687297265,0.09248889011689139,976.92377794106,622.8858888472136,1599.8096667882737,15.995574701637564,15.995574701637564,19.994468377046964,3.9977876568073065,6.351043778075531,0.9999981849777803
160.0,0.32,0.0016228749882429838,1.01829657639584,0.09602048028865168,976.0337392077985,623.2281373967658,1599.2618766045643,15.995284559686267,15.995284559686267,19.994105699607847,3.9976426272709045,6.34301844707309,0.9999981920409606
170.0,0.34,0.001618625014089048,1.0179514509705687,0.1055388825509565,975.7029748324301,624.3307996601757,1600.0337744926057,15.99499718368278,15.99499718368278,19.993746479603487,3.997498982906564,6.3345354191085,0.9999982110777651
180.0,0.36,0.0016252080095000565,1.0177797451809596,0.10589594690805779,975.5383968152532,623.3592660289185,1598.8976628441717,15.994711120900865,15.994711120900865,19.993388901126092,3.9973559975167157,6.3255907580041235,0.9999982117918939
190.0,0.38,0.0016391250246670097,1.0177196911778075,0.10215713925620983,975.4808206705297,618.7941326343108,1594.2749533048404,15.994424261724104,15.994424261724104,19.99303032715514,3.997212616625448,6.316182087863089,0.9999982043142785
200.0,0.4,0.0016659999964758754,1.017784165083922,0.10423371533330714,975.5426267907687,615.3325242102951,1590.8751510010638,15.994137641055648,15.994137641055648,19.992672051319573,3.9970693575161427,6.306308938861888,0.9999982084674307
210.0,0.42,0.0017640410223975778,1.0180242496508876,0.10529544130567922,975.7727511676876,614.3581891313243,1590.1309402990119,15.993851305562284,15.993851305562284,19.99231413195287,3.9969262435068185,6.295969058383536,0.9999982105908826
