step,time,area_per_lipid,thickness_proxy,pressure,temperature
1.0,0.002,3.999986220099445,6.3989393980739155,0.13875547355714923,0.9752724653866469
10.0,0.02,3.9998619502548474,6.393212084500962,0.13426196877366284,0.9769448617545692
20.0,0.04,3.9997241143982136,6.388315420993152,0.13808918683389312,0.9789632463876307
30.0,0.06,3.9995862682529073,6.384957847060086,0.13827216438638246,0.9812334506511682
40.0,0.08,3.999448384146534,6.383133644174565,0.13841323240198836,0.9837505821336251
50.0,0.1,3.9993107021050647,6.382839397403707,0.14091310044999525,0.9865078331095724
60.0,0.12,3.999173099901368,6.384069409631456,0.13846398893250755,0.9893874238685099
70.0,0.14,3.9990355350857834,6.386839314372796,0.14032336215414115,0.9924796171385561
80.0,0.16,3.998898065743128,6.39114849302538,0.14074403733628554,0.9956134286985016
90.0,0.18,3.998760573528238,6.396988814719901,0.13904725254179848,0.9991914815543348
100.0,0.2,3.9986233366705064,6.404370467945585,0.1444350794903377,1.0036859516557015
110.0,0.22,3.9984861683739776,6.413285634451911,0.14035013921188938,1.0080756759912959
120.0,0.24,3.9983490461069895,6.423712864699171,0.14344723986829294,1.0083216740385919
130.0,0.26,3.9982119169097534,6.435657594247804,0.14230146102997263,1.008696294428264
140.0,0.28,3.998074869707148,6.449111528013996,0.1435736176788246,1.010046523452066
150.0,0.3,3.9979378905750753,6.464096625929127,0.14426945022170481,1.0123901190988966
160.0,0.32,3.99780092623894,6.480592840604977,0.14519686163271833,1.0150166369458846
170.0,0.34,3.9976641184098836,6.498612714982848,0.14350743232111318,1.0179639156892073
180.0,0.36,3.9975273803724223,6.518142433165374,0.14387106497618618,1.0212815271905846
190.0,0.38,3.9973907771010957,6.539156250797615,0.1453278633271607,1.0249586679121145
200.0,0.4,3.9972541954060308,6.561656373821366,0.14561949462075716,1.028646485123128
210.0,0.42,3.9971177513244642,6.585641266993038,0.1486317694727062,1.0324062421527997
220.0,0.44,3.9969813110459382,6.611097285637202,0.14705740542073764,1.035701925473242
230.0,0.46,3.9968450552163217,6.638039287532569,0.14565430545409497,1.0402126356619965
240.0,0.48,3.9967090947654738,6.666445057199297,0.1540410826050256,1.0752405985383056
250.0,0.5,3.9965785786769663,6.6961776328049805,0.1833715669630345,1.334690828716749
260.0,0.52,3.996448053363519,6.727063947026959,0.18218017102874312,1.309686362123341
270.0,0.54,3.9963171158762862,6.759091849886969,0.1783200153567101,1.287992627091413
280.0,0.56,3.9961858061108697,6.792268660533013,0.1774659749388634,1.2683944296823777
290.0,0.58,3.996054120163802,6.826606851507602,0.17531104855365418,1.2510465861234654
300.0,0.6,3.9959222886952075,6.862123697898415,0.17588519410309827,1.2374921014888092
310.0,0.62,3.995790217199778,6.898831730793196,0.17344065395464417,1.2315371956137515
320.0,0.64,3.9956579590173598,6.936789045715073,0.17266004047873013,1.2115929371877145
330.0,0.66,3.995525272904897,6.976061265202452,0.16807115440228637,1.1951624843363318
340.0,0.68,3.9953924609787905,7.0165781600354755,0.16950166272833198,1.1828241500111405
350.0,0.7000000000000001,3.995259318638842,7.058324338681857,0.1664120877433569,1.1725479679396265
360.0,0.72,3.995126041295048,7.1012901439948966,0.1679648951481647,1.163423656251432
370.0,0.74,3.994992555110286,7.1498504032695935,0.16443669621338058,1.1557679639919574
380.0,0.76,3.994858922573152,7.201555498139294,0.16557942956258795,1.1495955680095467
390.0,0.78,3.994725258619511,7.254365300162937,0.16294781098033104,1.1445194421714753
400.0,0.8,3.9945914590132183,7.308258089094308,0.16298002379850104,1.1406758436311695
