step,time,area_per_lipid,thickness_proxy,pressure,temperature
1.0,0.002,3.999986300103848,6.390247400552096,0.14375575731323695,0.99954133039261
10.0,0.02,3.9998627323865663,6.384420459313139,0.14357043912910117,0.9996385602995476
20.0,0.04,3.9997252416245126,6.379369916078545,0.1371043689167039,0.9997821931771526
30.0,0.06,3.9995878016930875,6.375818904136688,0.14075942686049103,1.0012991024608087
40.0,0.08,3.999450447615927,6.373754288612185,0.14293967115991665,1.0012025836623384
50.0,0.1,3.9993130644962216,6.373185106631454,0.1418856819518351,1.001590610862423
60.0,0.12,3.999175841235919,6.3741068836378645,0.13991108311655037,1.0026114108773225
70.0,0.14,3.9990385409582534,6.376502419017429,0.13943070697019166,1.0039762749597396
80.0,0.16,3.998901313973107,6.380369926655053,0.14138672002118716,1.0056038608088775
90.0,0.18,3.998764095160137,6.38572395918305,0.14211973648100498,1.0074848825488407
100.0,0.2,3.9986270405881514,6.392555757672589,0.14548685914583606,1.0098010320769086
110.0,0.22,3.9984899360220214,6.400855965643565,0.14215874164144712,1.0120846348583603
120.0,0.24,3.9983528432915065,6.410625706751651,0.14064529035500814,1.0143783949408738
