step,time,step_time,temperature,pressure,kinetic,potential,total_energy,box_x,box_y,box_z,area_per_lipid,thickness_proxy,barostat_scale
1.0,0.002,0.027629999996861443,0.99954133039261,0.14375575731323695,958.0570838494389,435.49904079204083,1393.5561246414798,15.999972600184234,15.999972600184234,19.99996575023029,3.999986300103848,6.390247400552096,0.9999982875115146
10.0,0.02,0.028196375002153218,0.9996385602995476,0.14357043912910117,958.1502776857967,425.023470330265,1383.1737480160618,15.999725462417793,15.999725462417793,19.999656828022232,3.9998627323865663,6.384420459313139,0.9999982871408782
20.0,0.04,0.02751829198678024,0.9997821931771526,0.1371043689167039,958.2879245418849,345.07301890969023,1303.3609434515752,15.99945047381218,15.99945047381218,19.99931309226522,3.9997252416245126,6.379369916078545,0.9999982742087379
30.0,0.06,0.02783354200073518,1.0012991024608087,0.14075942686049103,959.741891103492,388.4775711577143,1348.2194622612062,15.99917558214665,15.99917558214665,19.99896947768331,3.9995878016930875,6.375818904136688,0.9999982815188537
40.0,0.08,0.027074582991190255,1.0012025836623384,0.14293967115991665,959.6493865222175,418.83007288794494,1378.4794594101625,15.998900857478283,15.998900857478283,19.998626071847852,3.999450447615927,6.373754288612185,0.9999982858793424
50.0,0.1,0.027229375002207235,1.001590610862423,0.1418856819518351,960.0213052710387,404.1457712877467,1364.1670765587855,15.998626070002329,15.998626070002329,19.998282587502914,3.9993130644962216,6.373185106631454,0.9999982837713639
60.0,0.12,0.026919916999759153,1.0026114108773225,0.13991108311655037,960.9997311365114,371.76585504067594,1332.7655861771873,15.998351597558381,15.998351597558381,19.99793949694798,3.999175841235919,6.3741068836378645,0.9999982798221663
70.0,0.14,0.0272443339927122,1.0039762749597396,0.13943070697019166,962.3079470096798,362.64741991611334,1324.955366925793,15.998076966352182,15.998076966352182,19.997596207940227,3.9990385409582534,6.376502419017429,0.9999982788614139
80.0,0.16,0.028376208007102832,1.0056038608088775,0.14138672002118716,963.8679902173559,383.9148988890005,1347.7828891063564,15.997802477036615,15.997802477036615,19.99725309629577,3.998901313973107,6.380369926655053,0.99999828277344
90.0,0.18,0.02680337498895824,1.0074848825488407,0.14211973648100498,965.6709461943525,404.80309154132635,1370.4740377356788,15.997527999358175,15.997527999358175,19.99690999919772,3.998764095160137,6.38572395918305,0.999998284239473
100.0,0.2,0.0273514169966802,1.0098010320769086,0.14548685914583606,967.8909809349873,434.7216241263908,1402.612605061378,15.997253845508663,15.997253845508663,19.996567306885822,3.9986270405881514,6.392555757672589,0.9999982909737183
110.0,0.22,0.02756400001817383,1.0120846348583603,0.14215874164144712,970.0797938052879,396.623006194941,1366.7028000002288,15.996979586953575,15.996979586953575,19.99622448369196,3.9984899360220214,6.400855965643565,0.9999982843174833
120.0,0.24,0.027103250002255663,1.0143783949408738,0.14064529035500814,972.2783494142966,373.002494905754,1345.2808443200506,15.996705347372515,15.996705347372515,19.995881684215636,3.9983528432915065,6.410625706751651,0.9999982812905807
